date,produit,region,prix_fcfa_kg,volume_kg
2018,2018-11,12/11/2018,Mil,Mereto
2018,2018-11,12/11/2018,Mil,Kaffrine
2018,2018-11,12/11/2018,Maïs,Gouille Mbeuth
2018,2018-11,12/11/2018,Maïs,Saint-Louis
2018,2018-11,12/11/2018,Maïs,Mereto
2018,2018-11,12/11/2018,Maïs,Kaffrine
2018,2018-11,12/11/2018,Maïs Importé,Saint-Louis
2018,2018-11,12/11/2018,Sorgho Importé,Saint-Louis
2018,2018-11,12/11/2018,Riz Importé,Gouille Mbeuth
2018,2018-11,12/11/2018,Riz Importé,Saint-Louis
2018,2018-11,12/11/2018,Riz Importé,Mereto
2018,2018-11,12/11/2018,Riz Importé,Kaffrine
2018,2018-11,12/11/2018,Riz Importé Parfumé,Gouille Mbeuth
2018,2018-11,12/11/2018,Riz Importé Parfumé,Saint-Louis
2018,2018-11,12/11/2018,Riz Importé Parfumé,Mereto
2018,2018-11,12/11/2018,Riz Importé Parfumé,Kaffrine
2018,2018-11,12/11/2018,Riz,Gouille Mbeuth
2018,2018-11,12/11/2018,Riz,Saint-Louis
2018,2018-11,11/11/2018,Mil,Birkilane
2018,2018-11,11/11/2018,Maïs,Birkilane
2018,2018-11,11/11/2018,Riz Importé,Birkilane
2018,2018-11,11/11/2018,Riz Importé Parfumé,Birkilane
2018,2018-11,10/11/2018,Mil,Touba Toul
2018,2018-11,10/11/2018,Maïs,Touba Toul
2018,2018-11,10/11/2018,Maïs Importé,Touba Toul
2018,2018-11,10/11/2018,Riz Importé,Touba Toul
2018,2018-11,10/11/2018,Riz Importé Parfumé,Touba Toul
2018,2018-11,10/11/2018,Riz,Touba Toul
2018,2018-11,09/11/2018,Mil,Porokhane
2018,2018-11,09/11/2018,Mil,Mpal
2018,2018-11,09/11/2018,Mil,Touba
2018,2018-11,09/11/2018,Sorgho,Touba
2018,2018-11,09/11/2018,Maïs,Porokhane
2018,2018-11,09/11/2018,Maïs,Mpal
2018,2018-11,09/11/2018,Maïs,Touba
2018,2018-11,09/11/2018,Maïs Importé,Mpal
2018,2018-11,09/11/2018,Maïs Importé,Touba
2018,2018-11,09/11/2018,Sorgho Importé,Mpal
2018,2018-11,09/11/2018,Riz Importé,Porokhane
2018,2018-11,09/11/2018,Riz Importé,Mpal
2018,2018-11,09/11/2018,Riz Importé,Touba
2018,2018-11,09/11/2018,Riz Importé Parfumé,Touba
2018,2018-11,09/11/2018,Riz,Mpal
2018,2018-11,09/11/2018,Riz,Touba
2018,2018-11,08/11/2018,Mil,Louga
2018,2018-11,08/11/2018,Maïs,Louga
2018,2018-11,08/11/2018,Maïs Importé,Louga
2018,2018-11,08/11/2018,Riz Importé,Louga
2018,2018-11,08/11/2018,Riz Importé Parfumé,Louga
2018,2018-11,08/11/2018,Riz,Louga
2018,2018-11,07/11/2018,Mil,Ourossogui
2018,2018-11,07/11/2018,Maïs Importé,Ourossogui
2018,2018-11,07/11/2018,Sorgho Importé,Ourossogui
2018,2018-11,07/11/2018,Riz Importé,Ourossogui
2018,2018-11,07/11/2018,Riz,Ourossogui
2018,2018-11,06/11/2018,Mil,Thiodaye
2018,2018-11,06/11/2018,Sorgho,Thiodaye
2018,2018-11,06/11/2018,Maïs Importé,Thiodaye
2018,2018-11,06/11/2018,Riz Importé,Thiodaye
2018,2018-11,06/11/2018,Riz,Thiodaye
2018,2018-11,05/11/2018,Mil,Saint-Louis
2018,2018-11,05/11/2018,Mil,Gouille Mbeuth
2018,2018-11,05/11/2018,Mil,Kaffrine
2018,2018-11,05/11/2018,Maïs,Saint-Louis
2018,2018-11,05/11/2018,Maïs,Gouille Mbeuth
2018,2018-11,05/11/2018,Maïs,Kaffrine
2018,2018-11,05/11/2018,Maïs Importé,Saint-Louis
2018,2018-11,05/11/2018,Maïs Importé,Gouille Mbeuth
2018,2018-11,05/11/2018,Sorgho Importé,Saint-Louis
2018,2018-11,05/11/2018,Riz Importé,Saint-Louis
2018,2018-11,05/11/2018,Riz Importé,Gouille Mbeuth
2018,2018-11,05/11/2018,Riz Importé,Kaffrine
2018,2018-11,05/11/2018,Riz Importé Parfumé,Saint-Louis
2018,2018-11,05/11/2018,Riz Importé Parfumé,Gouille Mbeuth
2018,2018-11,05/11/2018,Riz Importé Parfumé,Kaffrine
2018,2018-11,05/11/2018,Riz,Saint-Louis
2018,2018-11,05/11/2018,Riz,Gouille Mbeuth
2018,2018-11,04/11/2018,Mil,Birkilane
2018,2018-11,04/11/2018,Maïs,Birkilane
2018,2018-11,04/11/2018,Riz Importé,Birkilane
2018,2018-11,04/11/2018,Riz Importé Parfumé,Birkilane
2018,2018-11,01/11/2018,Mil,Kaolack
2018,2018-11,01/11/2018,Mil,Touba Toul
2018,2018-11,01/11/2018,Maïs,Kaolack
2018,2018-11,01/11/2018,Maïs Importé,Touba Toul
2018,2018-11,01/11/2018,Riz Importé,Kaolack
2018,2018-11,01/11/2018,Riz Importé,Touba Toul
2018,2018-11,01/11/2018,Riz Importé Parfumé,Kaolack
2018,2018-11,01/11/2018,Riz Importé Parfumé,Touba Toul
2018,2018-11,01/11/2018,Riz,Kaolack
2018,2018-11,01/11/2018,Riz,Touba Toul
Année,Mois,,Type De Culture,Marché
