"Année","Mois","Date exacte","Type De Culture","Marché","Quantité","Prix de vente","Prix d'achat au détail","Prix d'achat en gros"
"2018","2018-12","03/12/2018","Riz","Saint-Louis","80","","325",""
"2018","2018-12","01/12/2018","Mil","Touba Mouride","23","150","160",""
"2018","2018-12","01/12/2018","Mil","Touba Toul","8","180","200",""
"2018","2018-12","01/12/2018","Sorgho","Touba Mouride","1","225","250",""
"2018","2018-12","01/12/2018","Maïs","Touba Mouride","3","140","150",""
"2018","2018-12","01/12/2018","Maïs","Touba Toul","3","","200","190"
"2018","2018-12","01/12/2018","Maïs Importé","Touba Toul","4","","200","180"
"2018","2018-12","01/12/2018","Riz Importé","Touba Mouride","15","","300","280"
"2018","2018-12","01/12/2018","Riz Importé","Touba Toul","4","","270","250"
"2018","2018-12","01/12/2018","Riz Importé Parfumé","Touba Mouride","1","","325","375"
"2018","2018-12","01/12/2018","Riz Importé Parfumé","Touba Toul","1","","400","375"
"2018","2018-12","01/12/2018","Riz","Touba Toul","6","","260","250"
"2018","2018-11","30/11/2018","Mil","Mpal","30","","250","225"
"2018","2018-11","30/11/2018","Mil","Porokhane","15","155","160",""
"2018","2018-11","30/11/2018","Maïs","Mpal","10","","225",""
"2018","2018-11","30/11/2018","Maïs","Porokhane","7","125","130",""
"2018","2018-11","30/11/2018","Maïs Importé","Mpal","30","","225",""
"2018","2018-11","30/11/2018","Sorgho Importé","Mpal","5","","325",""
"2018","2018-11","30/11/2018","Riz Importé","Mpal","150","","300","270"
"2018","2018-11","30/11/2018","Riz Importé","Porokhane","30","","275",""
"2018","2018-11","30/11/2018","Riz","Mpal","100","","275","240"
"2018","2018-11","29/11/2018","Mil","Louga","150","","210","200"
"2018","2018-11","29/11/2018","Mil","Kaolack","112","","190",""
"2018","2018-11","29/11/2018","Mil","Saint-Maur","60","","300",""
"2018","2018-11","29/11/2018","Mil","Tilene","120","","250",""
"2018","2018-11","29/11/2018","Mil","Thiaroye","150","","250",""
"2018","2018-11","29/11/2018","Mil","Tambacounda","18","","200","175"
"2018","2018-11","29/11/2018","Sorgho","Kaolack","0","","275",""
"2018","2018-11","29/11/2018","Sorgho","Saint-Maur","3","","300","250"
"2018","2018-11","29/11/2018","Sorgho","Tambacounda","0","","225","200"
"2018","2018-11","29/11/2018","Maïs","Louga","40","","210","200"
"2018","2018-11","29/11/2018","Maïs","Kaolack","90","","180",""
"2018","2018-11","29/11/2018","Maïs","Saint-Maur","0","","250","225"
"2018","2018-11","29/11/2018","Maïs","Tilene","10","","250","225"
"2018","2018-11","29/11/2018","Maïs","Thiaroye","15","","200","180"
"2018","2018-11","29/11/2018","Maïs","Tambacounda","30","","200","175"
"2018","2018-11","29/11/2018","Maïs Importé","Louga","270","","185","175"
"2018","2018-11","29/11/2018","Maïs Importé","Tilene","5","","250","200"
"2018","2018-11","29/11/2018","Maïs Importé","Thiaroye","10","","200","170"
"2018","2018-11","29/11/2018","Sorgho Importé","Tilene","8","","250",""
"2018","2018-11","29/11/2018","Sorgho Importé","Thiaroye","15","","250",""
"2018","2018-11","29/11/2018","Riz Importé","Louga","100","","300","250"
"2018","2018-11","29/11/2018","Riz Importé","Kaolack","388","","275",""
"2018","2018-11","29/11/2018","Riz Importé","Saint-Maur","110","","300","280"
"2018","2018-11","29/11/2018","Riz Importé","Tilene","120","","300","265"
"2018","2018-11","29/11/2018","Riz Importé","Thiaroye","150","","300","260"
"2018","2018-11","29/11/2018","Riz Importé","Tambacounda","140","","300","270"
"2018","2018-11","29/11/2018","Riz Importé Parfumé","Louga","20","","400","375"
"2018","2018-11","29/11/2018","Riz Importé Parfumé","Tilene","150","","350","300"
"2018","2018-11","29/11/2018","Riz Importé Parfumé","Thiaroye","180","","350",""
"2018","2018-11","29/11/2018","Riz Importé Parfumé","Tambacounda","15","","450","400"
"2018","2018-11","29/11/2018","Riz","Louga","15","","240","225"
"2018","2018-11","29/11/2018","Riz","Kaolack","52","","350",""
"2018","2018-11","29/11/2018","Riz","Tilene","10","","350","270"
"2018","2018-11","29/11/2018","Riz","Thiaroye","15","","350",""
"2018","2018-11","28/11/2018","Mil","Ourossogui","25","","250",""
"2018","2018-11","28/11/2018","Mil","Sédhiou","10","","180","175"
"2018","2018-11","28/11/2018","Mil","Thiès","9","","225","200"
"2018","2018-11","28/11/2018","Sorgho","Thiès","5","","225","200"
"2018","2018-11","28/11/2018","Maïs","Sédhiou","4","","225",""
"2018","2018-11","28/11/2018","Maïs Importé","Ourossogui","15","","250","230"
"2018","2018-11","28/11/2018","Maïs Importé","Thiès","6","","225","200"
"2018","2018-11","28/11/2018","Sorgho Importé","Ourossogui","1","","300",""
"2018","2018-11","28/11/2018","Sorgho Importé","Thiès","8","","275",""
"2018","2018-11","28/11/2018","Riz Importé","Ourossogui","30","","300","270"
"2018","2018-11","28/11/2018","Riz Importé","Sédhiou","125","","300","280"
"2018","2018-11","28/11/2018","Riz Importé","Thiès","10","","275","250"
"2018","2018-11","28/11/2018","Riz Importé Parfumé","Thiès","10","","400","350"
"2018","2018-11","28/11/2018","Riz","Ourossogui","4","","300","260"
"2018","2018-11","28/11/2018","Riz","Thiès","17","","270","260"
"2018","2018-11","27/11/2018","Maïs","Mako","1","","225",""
"2018","2018-11","27/11/2018","Riz Importé","Mako","5","","300",""
"2018","2018-11","27/11/2018","Riz Importé Parfumé","Mako","2","","450",""
"2018","2018-11","26/11/2018","Mil","Saint-Louis","50","","250","230"
"2018","2018-11","26/11/2018","Mil","Gouille Mbeuth","40","","225","215"
"2018","2018-11","26/11/2018","Mil","Kédougou","0","","275",""
"2018","2018-11","26/11/2018","Mil","Mereto","40","150","175",""
"2018","2018-11","26/11/2018","Mil","Kaffrine","28","165","175",""
"2018","2018-11","26/11/2018","Sorgho","Kédougou","2","","300",""
"2018","2018-11","26/11/2018","Sorgho","Mereto","6","175","200",""
"2018","2018-11","26/11/2018","Maïs","Saint-Louis","10","","250",""
"2018","2018-11","26/11/2018","Maïs","Gouille Mbeuth","10","","185","180"
"2018","2018-11","26/11/2018","Maïs","Kédougou","20","","225",""
"2018","2018-11","26/11/2018","Maïs","Mereto","75","150","175",""
"2018","2018-11","26/11/2018","Maïs","Kaffrine","15","150","155",""
"2018","2018-11","26/11/2018","Maïs Importé","Saint-Louis","40","","250",""
"2018","2018-11","26/11/2018","Sorgho Importé","Saint-Louis","5","","325",""
"2018","2018-11","26/11/2018","Riz Importé","Saint-Louis","120","","300","275"
"2018","2018-11","26/11/2018","Riz Importé","Gouille Mbeuth","50","","300","260"
"2018","2018-11","26/11/2018","Riz Importé","Kédougou","150","","280","260"
"2018","2018-11","26/11/2018","Riz Importé","Mereto","45","","300","270"
"2018","2018-11","26/11/2018","Riz Importé","Kaffrine","110","","300",""
"2018","2018-11","26/11/2018","Riz Importé Parfumé","Saint-Louis","50","","400","360"
"2018","2018-11","26/11/2018","Riz Importé Parfumé","Gouille Mbeuth","10","","400","375"
"2018","2018-11","26/11/2018","Riz Importé Parfumé","Kédougou","75","","400","375"
"2018","2018-11","26/11/2018","Riz Importé Parfumé","Mereto","7","","450","400"
"2018","2018-11","26/11/2018","Riz Importé Parfumé","Kaffrine","2","","400",""
"2018","2018-11","26/11/2018","Riz","Saint-Louis","80","","325",""
"2018","2018-11","26/11/2018","Riz","Gouille Mbeuth","8","","275","250"
"2018","2018-11","25/11/2018","Mil","Fatick","5","","250","235"
"2018","2018-11","25/11/2018","Sorgho","Fatick","1","","250","235"
"2018","2018-11","25/11/2018","Maïs","Fatick","3","","250","235"
"2018","2018-11","25/11/2018","Maïs Importé","Fatick","35","","225","215"
"2018","2018-11","25/11/2018","Riz Importé","Fatick","75","","270",""
"2018","2018-11","25/11/2018","Riz Importé Parfumé","Fatick","30","","350",""
"2018","2018-11","24/11/2018","Mil","Touba Mouride","25","150","160",""
"2018","2018-11","24/11/2018","Mil","Touba Toul","4","","225","200"
"2018","2018-11","24/11/2018","Mil","Passy","47","190","220","200"
"2018","2018-11","24/11/2018","Sorgho","Touba Mouride","1","225","250",""
"2018","2018-11","24/11/2018","Maïs","Touba Mouride","4","140","150",""
"2018","2018-11","24/11/2018","Maïs","Touba Toul","3","","200","190"
"2018","2018-11","24/11/2018","Maïs","Passy","23","185","220","210"
"2018","2018-11","24/11/2018","Maïs Importé","Touba Toul","4","","200","180"
"2018","2018-11","24/11/2018","Maïs Importé","Passy","32","","220","210"
"2018","2018-11","24/11/2018","Riz Importé","Touba Mouride","15","","300","280"
"2018","2018-11","24/11/2018","Riz Importé","Touba Toul","4","","270","250"
"2018","2018-11","24/11/2018","Riz Importé","Passy","110","","270",""
"2018","2018-11","24/11/2018","Riz Importé Parfumé","Touba Mouride","1","","325","375"
"2018","2018-11","24/11/2018","Riz Importé Parfumé","Touba Toul","1","","400","375"
"2018","2018-11","24/11/2018","Riz Importé Parfumé","Passy","42","","350",""
"2018","2018-11","24/11/2018","Riz","Touba Toul","6","","260","250"
"2018","2018-11","23/11/2018","Mil","Mpal","30","","250","225"
"2018","2018-11","23/11/2018","Mil","Porokhane","16","155","160",""
"2018","2018-11","23/11/2018","Mil","Birkilane","20","150","155",""
"2018","2018-11","23/11/2018","Sorgho","Birkilane","1","205","215",""
"2018","2018-11","23/11/2018","Maïs","Mpal","10","","225",""
"2018","2018-11","23/11/2018","Maïs","Porokhane","10","135","145",""
"2018","2018-11","23/11/2018","Maïs","Birkilane","5","140","145",""
"2018","2018-11","23/11/2018","Maïs Importé","Mpal","30","","225",""
"2018","2018-11","23/11/2018","Sorgho Importé","Mpal","5","","325",""
"2018","2018-11","23/11/2018","Riz Importé","Mpal","150","","300","270"
"2018","2018-11","23/11/2018","Riz Importé","Porokhane","30","","275",""
"2018","2018-11","23/11/2018","Riz Importé","Birkilane","60","","300",""
"2018","2018-11","23/11/2018","Riz Importé Parfumé","Birkilane","1","","400",""
"2018","2018-11","23/11/2018","Riz","Mpal","100","","275","240"
"2018","2018-11","22/11/2018","Mil","Kaolack","30","","190",""
"2018","2018-11","22/11/2018","Mil","Tambacounda","40","","175","150"
"2018","2018-11","22/11/2018","Sorgho","Kaolack","0","","300",""
"2018","2018-11","22/11/2018","Sorgho","Tambacounda","1","","225","200"
"2018","2018-11","22/11/2018","Maïs","Kaolack","25","","175",""
"2018","2018-11","22/11/2018","Maïs","Tambacounda","65","","175","150"
"2018","2018-11","22/11/2018","Riz Importé","Kaolack","350","","275",""
"2018","2018-11","22/11/2018","Riz Importé","Tambacounda","130","","300","270"
"2018","2018-11","22/11/2018","Riz Importé Parfumé","Kaolack","3","","500","450"
"2018","2018-11","22/11/2018","Riz Importé Parfumé","Tambacounda","90","","450","400"
"2018","2018-11","22/11/2018","Riz","Kaolack","18","","300",""
"2018","2018-11","21/11/2018","Mil","Diaobe","6","150","200","175"
"2018","2018-11","21/11/2018","Mil","Sédhiou","12","","180","175"
"2018","2018-11","21/11/2018","Mil","Thiès","7","","225","200"
"2018","2018-11","21/11/2018","Sorgho","Diaobe","2","150","200",""
"2018","2018-11","21/11/2018","Sorgho","Thiès","3","","225","200"
"2018","2018-11","21/11/2018","Maïs","Diaobe","10","150","175",""
"2018","2018-11","21/11/2018","Maïs","Sédhiou","2","","225",""
"2018","2018-11","21/11/2018","Maïs Importé","Diaobe","5","","200",""
"2018","2018-11","21/11/2018","Maïs Importé","Thiès","4","","225","200"
"2018","2018-11","21/11/2018","Sorgho Importé","Thiès","6","","275",""
"2018","2018-11","21/11/2018","Riz Importé","Diaobe","70","","300","280"
"2018","2018-11","21/11/2018","Riz Importé","Sédhiou","95","","300","280"
"2018","2018-11","21/11/2018","Riz Importé","Thiès","10","","275","250"
"2018","2018-11","21/11/2018","Riz Importé Parfumé","Thiès","8","","400","350"
"2018","2018-11","21/11/2018","Riz","Diaobe","31","","300","280"
"2018","2018-11","21/11/2018","Riz","Thiès","15","","270","260"
"2018","2018-11","19/11/2018","Mil","Saint-Louis","50","","250","230"
"2018","2018-11","19/11/2018","Mil","Mereto","75","125","150",""
"2018","2018-11","19/11/2018","Mil","Kolda","5","","200","175"
"2018","2018-11","19/11/2018","Mil","Kaffrine","18","150","155",""
"2018","2018-11","19/11/2018","Sorgho","Mereto","4","175","200",""
"2018","2018-11","19/11/2018","Sorgho","Kolda","1","","300","250"
"2018","2018-11","19/11/2018","Maïs","Saint-Louis","10","","250",""
"2018","2018-11","19/11/2018","Maïs","Mereto","90","125","150",""
"2018","2018-11","19/11/2018","Maïs","Kolda","5","","200","175"
"2018","2018-11","19/11/2018","Maïs","Kaffrine","10","150","155",""
"2018","2018-11","19/11/2018","Maïs Importé","Saint-Louis","40","","250",""
"2018","2018-11","19/11/2018","Sorgho Importé","Saint-Louis","5","","325",""
"2018","2018-11","19/11/2018","Riz Importé","Saint-Louis","120","","300","275"
"2018","2018-11","19/11/2018","Riz Importé","Mereto","40","","300","270"
"2018","2018-11","19/11/2018","Riz Importé","Kolda","175","","300","280"
"2018","2018-11","19/11/2018","Riz Importé","Kaffrine","100","","300",""
"2018","2018-11","19/11/2018","Riz Importé Parfumé","Saint-Louis","50","","400","360"
"2018","2018-11","19/11/2018","Riz Importé Parfumé","Mereto","12","","450","400"
"2018","2018-11","19/11/2018","Riz Importé Parfumé","Kolda","0","","400","390"
"2018","2018-11","19/11/2018","Riz Importé Parfumé","Kaffrine","2","","400",""
"2018","2018-11","19/11/2018","Riz","Saint-Louis","80","","325",""
"2018","2018-11","19/11/2018","Riz","Kolda","15","","300","280"
"2018","2018-11","17/11/2018","Mil","Touba Toul","4","","225","200"
"2018","2018-11","17/11/2018","Maïs","Touba Toul","3","","200","190"
"2018","2018-11","17/11/2018","Maïs Importé","Touba Toul","4","","200","180"
"2018","2018-11","17/11/2018","Riz Importé","Touba Toul","4","","270","250"
"2018","2018-11","17/11/2018","Riz Importé Parfumé","Touba Toul","1","","400","375"
"2018","2018-11","17/11/2018","Riz","Touba Toul","6","","260","250"
"2018","2018-11","16/11/2018","Mil","Thiaroye","60","","200","180"
"2018","2018-11","16/11/2018","Mil","Porokhane","16","155","160",""
"2018","2018-11","16/11/2018","Mil","Mpal","30","","250","225"
"2018","2018-11","16/11/2018","Sorgho","Thiaroye","25","","190","170"
"2018","2018-11","16/11/2018","Maïs","Thiaroye","30","","200","180"
"2018","2018-11","16/11/2018","Maïs","Porokhane","10","135","145",""
"2018","2018-11","16/11/2018","Maïs","Mpal","10","","225",""
"2018","2018-11","16/11/2018","Maïs Importé","Mpal","30","","225",""
"2018","2018-11","16/11/2018","Sorgho Importé","Mpal","5","","325",""
"2018","2018-11","16/11/2018","Riz Importé","Thiaroye","50","","260","250"
"2018","2018-11","16/11/2018","Riz Importé","Porokhane","30","","275",""
"2018","2018-11","16/11/2018","Riz Importé","Mpal","150","","300","270"
"2018","2018-11","16/11/2018","Riz Importé Parfumé","Thiaroye","120","","400","350"
"2018","2018-11","16/11/2018","Riz","Mpal","100","","275","240"
"2018","2018-11","15/11/2018","Mil","Louga","120","","210","200"
"2018","2018-11","15/11/2018","Mil","Tilene","40","","230","220"
"2018","2018-11","15/11/2018","Mil","Kaolack","40","","190",""
"2018","2018-11","15/11/2018","Mil","Tambacounda","37","","175","150"
"2018","2018-11","15/11/2018","Mil","Saint-Maur","75","","250","225"
"2018","2018-11","15/11/2018","Sorgho","Tilene","15","","200","180"
"2018","2018-11","15/11/2018","Sorgho","Kaolack","1","","300",""
"2018","2018-11","15/11/2018","Sorgho","Tambacounda","2","","225","200"
"2018","2018-11","15/11/2018","Sorgho","Saint-Maur","2","","300","250"
"2018","2018-11","15/11/2018","Maïs","Louga","40","","210","200"
"2018","2018-11","15/11/2018","Maïs","Tilene","10","","250","225"
"2018","2018-11","15/11/2018","Maïs","Kaolack","27","","175",""
"2018","2018-11","15/11/2018","Maïs","Tambacounda","30","","175","150"
"2018","2018-11","15/11/2018","Maïs","Saint-Maur","4","","250","225"
"2018","2018-11","15/11/2018","Maïs Importé","Louga","270","","185","175"
"2018","2018-11","15/11/2018","Riz Importé","Louga","100","","300","250"
"2018","2018-11","15/11/2018","Riz Importé","Tilene","50","","280","260"
"2018","2018-11","15/11/2018","Riz Importé","Kaolack","470","","275",""
"2018","2018-11","15/11/2018","Riz Importé","Tambacounda","180","","300","270"
"2018","2018-11","15/11/2018","Riz Importé","Saint-Maur","120","","300","280"
"2018","2018-11","15/11/2018","Riz Importé Parfumé","Louga","20","","400","375"
"2018","2018-11","15/11/2018","Riz Importé Parfumé","Tilene","150","","350","300"
"2018","2018-11","15/11/2018","Riz Importé Parfumé","Kaolack","120","","400",""
"2018","2018-11","15/11/2018","Riz Importé Parfumé","Tambacounda","60","","400","330"
"2018","2018-11","15/11/2018","Riz","Louga","15","","240","225"
"2018","2018-11","15/11/2018","Riz","Kaolack","18","","300",""
"2018","2018-11","14/11/2018","Mil","Ourossogui","20","","250",""
"2018","2018-11","14/11/2018","Mil","Thiès","7","","225","200"
"2018","2018-11","14/11/2018","Sorgho","Thiès","3","","225","200"
"2018","2018-11","14/11/2018","Maïs Importé","Ourossogui","2","","250","225"
"2018","2018-11","14/11/2018","Maïs Importé","Thiès","4","","225","200"
"2018","2018-11","14/11/2018","Sorgho Importé","Ourossogui","5","","250",""
"2018","2018-11","14/11/2018","Sorgho Importé","Thiès","6","","275",""
"2018","2018-11","14/11/2018","Riz Importé","Ourossogui","20","","300","260"
"2018","2018-11","14/11/2018","Riz Importé","Thiès","10","","275","250"
"2018","2018-11","14/11/2018","Riz Importé Parfumé","Thiès","8","","400","350"
"2018","2018-11","14/11/2018","Riz","Ourossogui","20","","300","250"
"2018","2018-11","14/11/2018","Riz","Thiès","15","","270","260"
"2018","2018-11","12/11/2018","Mil","Gouille Mbeuth","60","","225","215"
"2018","2018-11","12/11/2018","Mil","Saint-Louis","50","","250","230"
"2018","2018-11","12/11/2018","Mil","Mereto","50","125","150",""
"2018","2018-11","12/11/2018","Mil","Kaffrine","20","150","155",""
"2018","2018-11","12/11/2018","Maïs","Gouille Mbeuth","10","","185","180"
"2018","2018-11","12/11/2018","Maïs","Saint-Louis","10","","250",""
"2018","2018-11","12/11/2018","Maïs","Mereto","75","125","150",""
"2018","2018-11","12/11/2018","Maïs","Kaffrine","5","150","155",""
"2018","2018-11","12/11/2018","Maïs Importé","Saint-Louis","40","","250",""
"2018","2018-11","12/11/2018","Sorgho Importé","Saint-Louis","5","","325",""
"2018","2018-11","12/11/2018","Riz Importé","Gouille Mbeuth","50","","300","260"
"2018","2018-11","12/11/2018","Riz Importé","Saint-Louis","120","","300","275"
"2018","2018-11","12/11/2018","Riz Importé","Mereto","60","","300","270"
"2018","2018-11","12/11/2018","Riz Importé","Kaffrine","95","","300",""
"2018","2018-11","12/11/2018","Riz Importé Parfumé","Gouille Mbeuth","10","","400","375"
"2018","2018-11","12/11/2018","Riz Importé Parfumé","Saint-Louis","50","","400","360"
"2018","2018-11","12/11/2018","Riz Importé Parfumé","Mereto","15","","450","400"
"2018","2018-11","12/11/2018","Riz Importé Parfumé","Kaffrine","1","","400",""
"2018","2018-11","12/11/2018","Riz","Gouille Mbeuth","8","","275","250"
"2018","2018-11","12/11/2018","Riz","Saint-Louis","80","","325",""
"2018","2018-11","11/11/2018","Mil","Birkilane","25","150","155",""
"2018","2018-11","11/11/2018","Maïs","Birkilane","9","150","155",""
"2018","2018-11","11/11/2018","Riz Importé","Birkilane","60","","300",""
"2018","2018-11","11/11/2018","Riz Importé Parfumé","Birkilane","1","","400",""
"2018","2018-11","10/11/2018","Mil","Touba Toul","4","","225","200"
"2018","2018-11","10/11/2018","Maïs","Touba Toul","3","","200","190"
"2018","2018-11","10/11/2018","Maïs Importé","Touba Toul","4","","200","180"
"2018","2018-11","10/11/2018","Riz Importé","Touba Toul","4","","270","250"
"2018","2018-11","10/11/2018","Riz Importé Parfumé","Touba Toul","1","","400","375"
"2018","2018-11","10/11/2018","Riz","Touba Toul","6","","260","250"
"2018","2018-11","09/11/2018","Mil","Porokhane","10","150","155",""
"2018","2018-11","09/11/2018","Mil","Mpal","30","","250","225"
"2018","2018-11","09/11/2018","Mil","Touba","66","","195","185"
"2018","2018-11","09/11/2018","Sorgho","Touba","10","","260","240"
"2018","2018-11","09/11/2018","Maïs","Porokhane","0","150","155",""
"2018","2018-11","09/11/2018","Maïs","Mpal","10","","225",""
"2018","2018-11","09/11/2018","Maïs","Touba","30","","180","160"
"2018","2018-11","09/11/2018","Maïs Importé","Mpal","30","","225",""
"2018","2018-11","09/11/2018","Maïs Importé","Touba","66","","180","160"
"2018","2018-11","09/11/2018","Sorgho Importé","Mpal","5","","325",""
"2018","2018-11","09/11/2018","Riz Importé","Porokhane","30","","275",""
"2018","2018-11","09/11/2018","Riz Importé","Mpal","150","","300","270"
"2018","2018-11","09/11/2018","Riz Importé","Touba","2.000","","260","255"
"2018","2018-11","09/11/2018","Riz Importé Parfumé","Touba","100","","325","300"
"2018","2018-11","09/11/2018","Riz","Mpal","100","","275","240"
"2018","2018-11","09/11/2018","Riz","Touba","1.000","","240","230"
"2018","2018-11","08/11/2018","Mil","Louga","150","","210","200"
"2018","2018-11","08/11/2018","Maïs","Louga","40","","210","200"
"2018","2018-11","08/11/2018","Maïs Importé","Louga","100","","185","175"
"2018","2018-11","08/11/2018","Riz Importé","Louga","80","","300","275"
"2018","2018-11","08/11/2018","Riz Importé Parfumé","Louga","25","","400","375"
"2018","2018-11","08/11/2018","Riz","Louga","5","","240","225"
"2018","2018-11","07/11/2018","Mil","Ourossogui","20","","300",""
"2018","2018-11","07/11/2018","Maïs Importé","Ourossogui","2","","250","225"
"2018","2018-11","07/11/2018","Sorgho Importé","Ourossogui","5","","300",""
"2018","2018-11","07/11/2018","Riz Importé","Ourossogui","20","","300","260"
"2018","2018-11","07/11/2018","Riz","Ourossogui","20","","350","300"
"2018","2018-11","06/11/2018","Mil","Thiodaye","1","","250","225"
"2018","2018-11","06/11/2018","Sorgho","Thiodaye","1","","350",""
"2018","2018-11","06/11/2018","Maïs Importé","Thiodaye","1","","250",""
"2018","2018-11","06/11/2018","Riz Importé","Thiodaye","3","","300","270"
"2018","2018-11","06/11/2018","Riz","Thiodaye","1","","300","255"
"2018","2018-11","05/11/2018","Mil","Saint-Louis","50","","250","230"
"2018","2018-11","05/11/2018","Mil","Gouille Mbeuth","60","","210","200"
"2018","2018-11","05/11/2018","Mil","Kaffrine","10","150","155",""
"2018","2018-11","05/11/2018","Maïs","Saint-Louis","10","","250",""
"2018","2018-11","05/11/2018","Maïs","Gouille Mbeuth","10","","195","190"
"2018","2018-11","05/11/2018","Maïs","Kaffrine","3","150","155",""
"2018","2018-11","05/11/2018","Maïs Importé","Saint-Louis","40","","250",""
"2018","2018-11","05/11/2018","Maïs Importé","Gouille Mbeuth","50","","180","170"
"2018","2018-11","05/11/2018","Sorgho Importé","Saint-Louis","5","","350",""
"2018","2018-11","05/11/2018","Riz Importé","Saint-Louis","120","","300","275"
"2018","2018-11","05/11/2018","Riz Importé","Gouille Mbeuth","50","","300","260"
"2018","2018-11","05/11/2018","Riz Importé","Kaffrine","100","","300",""
"2018","2018-11","05/11/2018","Riz Importé Parfumé","Saint-Louis","50","","400","360"
"2018","2018-11","05/11/2018","Riz Importé Parfumé","Gouille Mbeuth","10","","400","375"
"2018","2018-11","05/11/2018","Riz Importé Parfumé","Kaffrine","1","","400",""
"2018","2018-11","05/11/2018","Riz","Saint-Louis","80","","325",""
"2018","2018-11","05/11/2018","Riz","Gouille Mbeuth","10","","275","250"
"2018","2018-11","04/11/2018","Mil","Birkilane","11","150","155",""
"2018","2018-11","04/11/2018","Maïs","Birkilane","4","150","155",""
"2018","2018-11","04/11/2018","Riz Importé","Birkilane","90","","300",""
"2018","2018-11","04/11/2018","Riz Importé Parfumé","Birkilane","1","","400",""
"2018","2018-11","01/11/2018","Mil","Kaolack","90","","190",""
"2018","2018-11","01/11/2018","Mil","Touba Toul","3","225","250",""
"2018","2018-11","01/11/2018","Maïs","Kaolack","65","","190",""
"2018","2018-11","01/11/2018","Maïs Importé","Touba Toul","2","","250","225"
"2018","2018-11","01/11/2018","Riz Importé","Kaolack","90","","275",""
"2018","2018-11","01/11/2018","Riz Importé","Touba Toul","3","","270","260"
"2018","2018-11","01/11/2018","Riz Importé Parfumé","Kaolack","120","","400",""
"2018","2018-11","01/11/2018","Riz Importé Parfumé","Touba Toul","1","","400","375"
"2018","2018-11","01/11/2018","Riz","Kaolack","68","","350",""
"2018","2018-11","01/11/2018","Riz","Touba Toul","6","","260","250"
